#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Drosophila melanogaster","Eukaryota;Animals;Insects","B3","SAMN08026577","PRJNA418342","GCA_003402055.1"," Chromosome",136.194,42.0962,"chromosome X:CM010506.1; chromosome 2L:CM010507.1; chromosome 2R:CM010508.1; chromosome 3L:CM010509.1; chromosome 3R:CM010510.1; chromosome 4:CM010511.1; mitochondrion MT:CM010512.1","PGRT01",43,0,"2018-08-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/055/GCA_003402055.1_ASM340205v1",
"Danio rerio","Eukaryota;Animals;Fishes","Tuebingen","SAMEA3146315","PRJNA11776","GCA_000767325.1","Scaffold",1411.76,36.9,,"CABZ01",32031,0,"2010-05-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/325/GCA_000767325.1_WGS31",
"Ciona intestinalis","Eukaryota;Animals;Other Animals","","SAMN02769623","PRJNA166","GCA_000183065.1","Scaffold",116.733,36.1,,"AABS01",2501,0,"2002-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/065/GCA_000183065.1_v1.0",
"Homo sapiens","Eukaryota;Animals;Mammals","NA24385","SAMN03283347","PRJNA607914","GCA_011064465.1"," Chromosome",3109.31,41.0976,"chromosome 1:CM021568.1; chromosome 2:CM021569.1; chromosome 3:CM021570.1; chromosome 4:CM021571.1; chromosome 5:CM021572.1; chromosome 6:CM021573.1; chromosome 7:CM021574.1; chromosome 8:CM021575.1; chromosome 9:CM021576.1; chromosome 10:CM021577.1; chromosome 11:CM021578.1; chromosome 12:CM021579.1; chromosome 13:CM021580.1; chromosome 14:CM021581.1; chromosome 15:CM021582.1; chromosome 16:CM021583.1; chromosome 17:CM021584.1; chromosome 18:CM021585.1; chromosome 19:CM021586.1; chromosome 20:CM021587.1; chromosome 21:CM021588.1; chromosome 22:CM021589.1; chromosome X:CM021590.1; chromosome Y:CM021591.1; mitochondrion MT:CM021592.1","JAAKGM01",971,0,"2020-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/465/GCA_011064465.1_Ash1.7",
"Mus musculus","Eukaryota;Animals;Mammals","A/J","SAMN04489813","PRJNA310854","GCA_001624215.1"," Chromosome",2630,42.3553,"chromosome 1:CM003954.1; chromosome 2:CM003955.1; chromosome 3:CM003956.1; chromosome 4:CM003957.1; chromosome 5:CM003958.1; chromosome 6:CM003959.1; chromosome 7:CM003960.1; chromosome 8:CM003961.1; chromosome 9:CM003962.1; chromosome 10:CM003963.1; chromosome 11:CM003964.1; chromosome 12:CM003965.1; chromosome 13:CM003966.1; chromosome 14:CM003967.1; chromosome 15:CM003968.1; chromosome 16:CM003969.1; chromosome 17:CM003970.1; chromosome 18:CM003971.1; chromosome 19:CM003972.1; chromosome X:CM003973.1; mitochondrion MT:CM004180.1","LVXI01",4688,0,"2016-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/215/GCA_001624215.1_A_J_v1",
"Takifugu rubripes","Eukaryota;Animals;Fishes","","SAMEA104384834","PRJEB31989","GCA_901000745.3","Scaffold",350.017,45.5,,"CAAJGO02",2012,0,"2019-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/000/745/GCA_901000745.3_fTakRub1.2_alternate_haplotype",
"Rattus norvegicus","Eukaryota;Animals;Mammals","SHRSP/Bbb","SAMN02981232","PRJNA18689","GCA_000180715.1","Scaffold",21.5875,43.4,,"AAXM01",23012,0,"2007-04-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/715/GCA_000180715.1_ASM18071v1",
"Bombyx mori","Eukaryota;Animals;Insects","p50T","SAMD00036521","PRJNA12259","GCA_000181175.1","Contig",381.906,37.4,,"BAAB01",213265,0,"2004-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/175/GCA_000181175.1_ASM18117v1",
"Bos taurus","Eukaryota;Animals;Mammals","","SAMN02898106","PRJNA32899","GCA_000003055.5"," Chromosome",2670.14,41.5001,"chromosome 1:GK000001.2; chromosome 2:GK000002.2; chromosome 3:GK000003.2; chromosome 4:GK000004.2; chromosome 5:GK000005.2; chromosome 6:GK000006.2; chromosome 7:GK000007.2; chromosome 8:GK000008.2; chromosome 9:GK000009.2; chromosome 10:GK000010.2; chromosome 11:GK000011.2; chromosome 12:GK000012.2; chromosome 13:GK000013.2; chromosome 14:GK000014.2; chromosome 15:GK000015.2; chromosome 16:GK000016.2; chromosome 17:GK000017.2; chromosome 18:GK000018.2; chromosome 19:GK000019.2; chromosome 20:GK000020.2; chromosome 21:GK000021.2; chromosome 22:GK000022.2; chromosome 23:GK000023.2; chromosome 24:GK000024.2; chromosome 25:GK000025.2; chromosome 26:GK000026.2; chromosome 27:GK000027.2; chromosome 28:GK000028.2; chromosome 29:GK000029.2; chromosome X:GK000030.2","DAAA02",6337,21299,"2009-04-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/055/GCA_000003055.5_Bos_taurus_UMD_3.1.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/055/GCF_000003055.6_Bos_taurus_UMD_3.1.1"
"Ovis aries","Eukaryota;Animals;Mammals","","SAMN00116405","PRJNA179263","GCA_000298735.2"," Chromosome",2615.52,41.9603,"chromosome 1:CM001582.2; chromosome 2:CM001583.2; chromosome 3:CM001584.2; chromosome 4:CM001585.2; chromosome 5:CM001586.2; chromosome 6:CM001587.2; chromosome 7:CM001588.2; chromosome 8:CM001589.2; chromosome 9:CM001590.2; chromosome 10:CM001591.2; chromosome 11:CM001592.2; chromosome 12:CM001593.2; chromosome 13:CM001594.2; chromosome 14:CM001595.2; chromosome 15:CM001596.2; chromosome 16:CM001597.2; chromosome 17:CM001598.2; chromosome 18:CM001599.2; chromosome 19:CM001600.2; chromosome 20:CM001601.2; chromosome 21:CM001602.2; chromosome 22:CM001603.2; chromosome 23:CM001604.2; chromosome 24:CM001605.2; chromosome 25:CM001606.2; chromosome 26:CM001607.2; chromosome X:CM001608.2","AMGL02",5466,0,"2012-09-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/735/GCA_000298735.2_Oar_v4.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/735/GCF_000298735.2_Oar_v4.0"
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Mischka","SAMN13230619","PRJNA587469","GCA_011100685.1"," Chromosome",2482,41.4971,"chromosome 1:CM021962.1; chromosome 2:CM021963.1; chromosome 3:CM021964.1; chromosome 4:CM021965.1; chromosome 5:CM021966.1; chromosome 6:CM021967.1; chromosome 7:CM021968.1; chromosome 8:CM021969.1; chromosome 9:CM021970.1; chromosome 10:CM021971.1; chromosome 11:CM021972.1; chromosome 12:CM021973.1; chromosome 13:CM021974.1; chromosome 14:CM021975.1; chromosome 15:CM021976.1; chromosome 16:CM021977.1; chromosome 17:CM021978.1; chromosome 18:CM021979.1; chromosome 19:CM021980.1; chromosome 20:CM021981.1; chromosome 21:CM021982.1; chromosome 22:CM021983.1; chromosome 23:CM021984.1; chromosome 24:CM021985.1; chromosome 25:CM021986.1; chromosome 26:CM021987.1; chromosome 27:CM021988.1; chromosome 28:CM021989.1; chromosome 29:CM021990.1; chromosome 30:CM021991.1; chromosome 31:CM021992.1; chromosome 32:CM021993.1; chromosome 33:CM021994.1; chromosome 34:CM021995.1; chromosome 35:CM021996.1; chromosome 36:CM021997.1; chromosome 37:CM021998.1; chromosome 38:CM021999.1; chromosome X:CM022000.1; mitochondrion MT:CM022001.1","JAAHUQ01",2198,0,"2020-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/685/GCA_011100685.1_UU_Cfam_GSD_1.0",
"Sus scrofa","Eukaryota;Animals;Mammals","201423004","SAMN07325927","PRJNA392765","GCA_002844635.1"," Chromosome",2755.44,42.8544,"chromosome 1:CM009086.1; chromosome 2:CM009087.1; chromosome 3:CM009088.1; chromosome 4:CM009089.1; chromosome 5:CM009090.1; chromosome 6:CM009091.1; chromosome 7:CM009092.1; chromosome 8:CM009093.1; chromosome 9:CM009094.1; chromosome 10:CM009095.1; chromosome 11:CM009096.1; chromosome 12:CM009097.1; chromosome 13:CM009098.1; chromosome 14:CM009099.1; chromosome 15:CM009100.1; chromosome 16:CM009101.1; chromosome 17:CM009102.1; chromosome 18:CM009103.1; chromosome X:CM009104.1; chromosome Y:CM009105.1; mitochondrion MT:CM009106.1","NPJO01",14157,0,"2017-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/635/GCA_002844635.1_USMARCv1.0",
"Ornithorhynchus anatinus","Eukaryota;Animals;Mammals","Pmale09","SAMN08537700","PRJNA433451","GCA_002966995.1","Scaffold",1990.41,46.6,,"PTTO01",4568,0,"2018-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/995/GCA_002966995.1_ASM296699v1",
"Equus caballus","Eukaryota;Animals;Mammals","Ajinai","SAMN02808397","PRJNA200654","GCA_000696655.1","Scaffold",2377.51,41.3,,"ATDM01",119776,0,"2014-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/655/GCA_000696655.1_Ajinai1.0",
"Gasterosteus aculeatus","Eukaryota;Animals;Fishes","BOT","SAMN11077410","PRJNA525775","GCA_006229185.1","Scaffold",427.296,43.4,,"VDFH01",18433,0,"2019-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/229/185/GCA_006229185.1_BOT",
"Pan troglodytes","Eukaryota;Animals;Mammals","Yerkes chimp pedigree #C0471 (Clint)","SAMN02981217","PRJNA13184","GCA_000325845.1","Contig",2733.95,40.7,,"AADA01",361864,0,"2003-12-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/845/GCA_000325845.1_ASM32584v1",
"Drosophila simulans","Eukaryota;Animals;Insects","M252","SAMN02713493","PRJNA243121","GCA_000820565.1"," Chromosome",121.27,43.4161,"chromosome 2L:JMCE01000001.1; chromosome 2R:JMCE01000003.1; chromosome 3L:JMCE01000005.1; chromosome 3R:JMCE01000007.1; chromosome 4:JMCE01000009.1; chromosome X:JMCE01000012.1; mitochondrion MT:JMCE01002948.1","JMCE01",2948,0,"2014-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/565/GCA_000820565.1_M252",
"Drosophila pseudoobscura pseudoobscura","Eukaryota;Animals;Insects","MV2-25","SAMN00779672","PRJNA10626","GCA_000001765.2"," Chromosome",152.696,45.3281,"chromosome 2:NC_009005.2/CM000070.3; chromosome 3:NC_009006.2/CM000071.3","AADE01",4790,23456,"2003-12-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/765/GCA_000001765.2_Dpse_3.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/765/GCF_000001765.3_Dpse_3.0"
"Macaca mulatta","Eukaryota;Animals;Mammals","17573","","PRJNA214746","GCA_000772875.3"," Chromosome",3236.22,41.2249,"chromosome 1:CM002977.3; chromosome 2:CM002980.3; chromosome 3:CM002984.2; chromosome 4:CM002983.2; chromosome 5:CM002981.2; chromosome 6:CM002982.3; chromosome 7:CM002991.3; chromosome 8:CM002985.3; chromosome 9:CM002987.3; chromosome 10:CM002992.3; chromosome 11:CM002989.3; chromosome 12:CM002979.2; chromosome 13:CM002978.2; chromosome 14:CM002988.2; chromosome 15:CM002986.2; chromosome 16:CM002994.2; chromosome 17:CM002990.2; chromosome 18:CM002995.2; chromosome 19:CM002996.3; chromosome 20:CM002993.2; chromosome X:CM002997.3; chromosome Y:NC_027914.1/CM003438.1","JSUE03",286263,118,"2014-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/875/GCA_000772875.3_Mmul_8.0.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/875/GCF_000772875.2_Mmul_8.0.1"
"Schmidtea mediterranea","Eukaryota;Animals;Flatworms","s2f2","SAMN02782184","PRJNA183840","GCA_000691995.1","Scaffold",700.726,31.9,,"ASXR01",12782,0,"2014-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/995/GCA_000691995.1_S2F2",
"Trichinella spiralis","Eukaryota;Animals;Roundworms","Shisler1","SAMN09989517","PRJNA489802","GCA_008807775.1"," Chromosome",52.8351,35.8036,"chromosome 1:CP032372.1; chromosome 2:CP032371.1; chromosome X:CP032370.1",,3,0,"2019-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/775/GCA_008807775.1_ASM880777v1",
"Fasciola hepatica","Eukaryota;Animals;Flatworms","","SAMEA2629804","PRJEB6687","GCA_000947175.1","Scaffold",1275.11,44.3,,"CCMX01",20158,0,"2014-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/947/175/GCA_000947175.1_Fhepatica_v1",
"Caenorhabditis remanei","Eukaryota;Animals;Roundworms","PX439","SAMN02803906","PRJNA248911","GCA_002259225.1","Scaffold",124.542,35.3,,"NMWX01",912,25568,"2017-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/259/225/GCA_002259225.1_CaeRem1.0",
"Drosophila sechellia","Eukaryota;Animals;Insects","14021-0248.25","SAMN02179240","PRJNA205470","GCA_000525085.1","Scaffold",1.61407,47.2,,"JAQR01",2565,0,"2014-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/085/GCA_000525085.1_Dsim_referenceExtra",
"Drosophila virilis","Eukaryota;Animals;Insects","TSC#15010-1051.87","SAMN02953641","PRJNA12688","GCA_000005245.1","Scaffold",206.027,36.7,,"AANI01",13530,0,"2006-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/245/GCA_000005245.1_dvir_caf1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/245/GCF_000005245.1_dvir_caf1"
"Meloidogyne incognita","Eukaryota;Animals;Roundworms","W1","SAMN05712521","PRJNA340324","GCA_003693645.1","Scaffold",121.964,0,,"RCFL01",33351,0,"2018-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/693/645/GCA_003693645.1_ASM369364v1",
"Petromyzon marinus","Eukaryota;Animals;Fishes","W1","SAMN06131802","PRJNA357048","GCA_002833325.1","Scaffold",1130.42,44.4,,"PIZI01",12061,0,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/325/GCA_002833325.1_Pmar_germline_1.0",
"Pongo abelii","Eukaryota;Animals;Mammals","","SAMN02981221","PRJNA18245","GCA_000167535.2","Contig",2.35168,41.3,,"AAGM01",3773,0,"2006-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/535/GCA_000167535.2_ASM16753v2",
"Ascaris suum","Eukaryota;Animals;Roundworms","","SAMN00769978","PRJNA80881","GCA_000298755.1","Scaffold",269.56,38.2,,"AMPH01",12988,0,"2012-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/755/GCA_000298755.1_AscSuum_1.0",
"Canis lupus","Eukaryota;Animals;Mammals","","SAMEA6249932","PRJEB31489","GCA_902724515.1","Complete",0.016129,39.5,"chromosome 1:LR745128.1",,1,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/724/515/GCA_902724515.1_NHTN-1.2048H",
"Taeniopygia guttata","Eukaryota;Animals;Birds","Blue55","SAMN09946140","PRJNA489100","GCA_008822115.3"," Chromosome",995.953,41.8986,"chromosome 1:CM018802.2; chromosome 1A:CM018261.2; chromosome 2:CM018262.2; chromosome 3:CM018263.2; chromosome 4:CM018264.2; chromosome 4A:CM018265.2; chromosome 5:CM018266.2; chromosome 6:CM018267.2; chromosome 7:CM018268.2; chromosome 8:CM018269.2; chromosome 9:CM018270.2; chromosome 10:CM018271.2; chromosome 11:CM018272.2; chromosome 12:CM018273.2; chromosome 13:CM018274.2; chromosome 14:CM018275.2; chromosome 15:CM018276.2; chromosome 17:CM018277.2; chromosome 18:CM018278.2; chromosome 19:CM018803.2; chromosome 20:CM018279.2; chromosome 21:CM018280.2; chromosome 22:CM018804.2; chromosome 23:CM018281.2; chromosome 24:CM018282.2; chromosome 25:CM018283.2; chromosome 26:CM018284.2; chromosome 27:CM018285.2; chromosome 28:CM018286.2; chromosome W:CM018287.2; chromosome 29:CM018805.2; mitochondrion MT:CM018288.2","VOHG03",206,0,"2019-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/822/115/GCA_008822115.3_bTaeGut2.mat.v3",
"Callithrix jacchus","Eukaryota;Animals;Mammals","mCalJac1","SAMN12368443","PRJNA558087","GCA_011100535.1"," Chromosome",2682.32,41.0697,"chromosome 1:CM021882.1; chromosome 2:CM021883.1; chromosome 3:CM021884.1; chromosome 4:CM021885.1; chromosome 5:CM021886.1; chromosome 6:CM021887.1; chromosome 7:CM021888.1; chromosome 8:CM021889.1; chromosome 9:CM021890.1; chromosome 10:CM021891.1; chromosome 11:CM021892.1; chromosome 12:CM021893.1; chromosome 13:CM021894.1; chromosome 14:CM021895.1; chromosome 15:CM021896.1; chromosome 16:CM021897.1; chromosome 17:CM021898.1; chromosome 18:CM021899.1; chromosome 19:CM021900.1; chromosome 20:CM021901.1; chromosome 21:CM021902.1; chromosome 22:CM021903.1; chromosome Y:CM021904.1","JAALXR01",336,0,"2020-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/535/GCA_011100535.1_mCalJac1.pat",
"Ictidomys tridecemlineatus","Eukaryota;Animals;Mammals","","SAMN03000702","PRJNA13937","GCA_000181315.1","Contig",1913.37,39.7,,"AAQQ01",797481,0,"2006-06-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/315/GCA_000181315.1_ASM18131v1",
"Oryzias latipes","Eukaryota;Animals;Fishes","HNI","SAMN06689975","PRJNA325193","GCA_002234715.1"," Chromosome",677.633,40.64,"chromosome 1:CP020779.1; chromosome 2:CP020780.1; chromosome 3:CP020781.1; chromosome 4:CP020782.1; chromosome 5:CP020783.1; chromosome 6:CP020784.1; chromosome 7:CP020785.1; chromosome 8:CP020786.1; chromosome 9:CP020787.1; chromosome 10:CP020788.1; chromosome 11:CP020789.1; chromosome 12:CP020790.1; chromosome 13:CP020791.1; chromosome 14:CP020792.1; chromosome 15:CP020793.1; chromosome 16:CP020794.1; chromosome 17:CP020795.1; chromosome 18:CP020796.1; chromosome 19:CP020797.1; chromosome 20:CP020798.1; chromosome 21:CP020799.1; chromosome 22:CP020800.1; chromosome 23:CP020801.1; chromosome 24:CP020802.1",,24,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/715/GCA_002234715.1_ASM223471v1",
"Taenia solium","Eukaryota;Animals;Flatworms","Huancayo","SAMN01840458","PRJNA183343","GCA_002082475.1","Contig",114.436,28.6,,"AOMU01",17127,0,"2017-04-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/475/GCA_002082475.1_Taenia_v01",
"Bemisia tabaci","Eukaryota;Animals;Insects","SSA1","SAMN08026415","PRJNA418329","GCA_004919745.1","Scaffold",538.478,37.4,,"PGTP01",143336,0,"2019-04-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/919/745/GCA_004919745.1_ASM491974v1",
"Tursiops truncatus","Eukaryota;Animals;Mammals","mTurTru1","SAMN12326775","PRJNA561884","GCA_011762515.1","Scaffold",2379,40.6,,"JAAOMC01",1166,0,"2020-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/515/GCA_011762515.1_mTurTru1.pat",
"Hypsibius dujardini","Eukaryota;Animals;Other Animals","Chapel Hill","SAMN04120640","PRJNA298443","GCA_001455005.1","Scaffold",252.536,46.9,,"LMYF01",22496,0,"2015-12-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/005/GCA_001455005.1_ASM145500v1",
"Macaca fascicularis","Eukaryota;Animals;Mammals","CE-4","SAMN00116341","PRJNA51411","GCA_000230815.1"," Chromosome",3126.56,42.0609,"chromosome 1:CM001276.1; chromosome 2:CM001277.1; chromosome 3:CM001278.1; chromosome 4:CM001279.1; chromosome 5:CM001280.1; chromosome 6:CM001281.1; chromosome 7:CM001282.1; chromosome 8:CM001283.1; chromosome 9:CM001284.1; chromosome 10:CM001285.1; chromosome 11:CM001286.1; chromosome 12:CM001287.1; chromosome 13:CM001288.1; chromosome 14:CM001289.1; chromosome 15:CM001290.1; chromosome 16:CM001291.1; chromosome 17:CM001292.1; chromosome 18:CM001293.1; chromosome 19:CM001294.1; chromosome 20:CM001295.1; chromosome X:CM001296.1","AEHL01",45468,15919,"2011-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/815/GCA_000230815.1_CE_1.0",
"Bubalus bubalis","Eukaryota;Animals;Mammals","","SAMN02191888","PRJNA223666","GCA_000471725.1","Scaffold",2836.17,42.2,,"AWWX01",366983,0,"2013-09-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/725/GCA_000471725.1_UMD_CASPUR_WB_2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/725/GCF_000471725.1_UMD_CASPUR_WB_2.0"
"Gorilla gorilla gorilla","Eukaryota;Animals;Mammals","","SAMEA2272491","PRJEA31265","GCA_000151905.3"," Chromosome",3063.36,41.1758,"chromosome 1:FR853080.2; chromosome 2A:FR853094.2; chromosome 2B:FR853095.2; chromosome 3:FR853096.2; chromosome 4:FR853097.2; chromosome 5:FR853098.3; chromosome 6:FR853099.2; chromosome 7:FR853100.2; chromosome 8:FR853101.2; chromosome 9:FR853102.2; chromosome 10:FR853081.2; chromosome 11:FR853082.2; chromosome 12:FR853083.2; chromosome 13:FR853084.2; chromosome 14:FR853085.2; chromosome 15:FR853086.2; chromosome 16:FR853087.2; chromosome 17:FR853088.3; chromosome 18:FR853089.2; chromosome 19:FR853090.2; chromosome 20:FR853091.2; chromosome 21:FR853092.2; chromosome 22:FR853093.2; chromosome X:FR853103.2; mitochondrion MT:NC_011120.1/LN611626.1","CABD03",40730,13,"2008-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/905/GCA_000151905.3_gorGor4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/905/GCF_000151905.2_gorGor4"
"Wuchereria bancrofti","Eukaryota;Animals;Roundworms","","SAMEA1686771","PRJEB536","GCA_900622535.1","Scaffold",76.9915,28.8,,"UYWW01",13520,13005,"2018-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/622/535/GCA_900622535.1_W_bancrofti_Jakarta_0011_upd",
"Scophthalmus maximus","Eukaryota;Animals;Fishes","ysfricsl-2016a","SAMN11618026","PRJNA542243","GCA_006346445.1","Scaffold",568.466,41.4,,"VEVO01",28256,26434,"2019-06-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/346/445/GCA_006346445.1_ASM634644v1",
"Nothobranchius furzeri","Eukaryota;Animals;Fishes","GRZ","SAMN00000222","PRJNA29535","GCA_000182035.2","Scaffold",113.234,45.2,,"ABLO02",119834,0,"2009-03-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/035/GCA_000182035.2_ASM18203v2",
"Anopheles stephensi","Eukaryota;Animals;Insects","SDA-500","SAMN02953837","PRJNA191554","GCA_000349045.1","Scaffold",225.369,45.5,,"APCG01",1110,0,"2013-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/045/GCA_000349045.1_Anop_step_SDA-500_V1",
"Gadus morhua","Eukaryota;Animals;Fishes","","SAMEA5574046","PRJEB33454","GCA_902167395.1","Scaffold",584.119,45.6,,"CABHMB01",3592,0,"2019-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/395/GCA_902167395.1_gadMor3.0_alternate_haplotype",
"Lepeophtheirus salmonis","Eukaryota;Animals;Other Animals","Pacific","SAMN00016741","PRJNA40179","GCA_000181255.2","Contig",790.052,31,,"ADND02",149469,0,"2010-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/255/GCA_000181255.2_ASM18125v2",
"Drosophila albomicans","Eukaryota;Animals;Insects","KM55-5","SAMN00003213","PRJNA39511","GCA_000298335.1","Scaffold",253.56,39.4,,"ACVV01",26354,0,"2012-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/335/GCA_000298335.1_DroAlb_1.0",
"Cricetulus griseus","Eukaryota;Animals;Mammals","17A/GY","SAMN02981520","PRJNA189319","GCA_000448345.1","Scaffold",2332.77,42,,"APMK01",28749,0,"2013-08-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/345/GCA_000448345.1_Cgr1.0",
"Anas platyrhynchos platyrhynchos","Eukaryota;Animals;Birds","","SAMN07569716","PRJNA403935","GCA_002743455.1"," Chromosome",1136.42,41.7073,"chromosome 1:CM008538.1; chromosome 2:CM008539.1; chromosome 3:CM008540.1; chromosome 4:CM008541.1; chromosome 5:CM008542.1; chromosome 6:CM008543.1; chromosome 7:CM008544.1; chromosome 8:CM008545.1; chromosome 9:CM008546.1; chromosome 10:CM008547.1; chromosome 11:CM008548.1; chromosome 12:CM008549.1; chromosome 13:CM008550.1; chromosome 14:CM008551.1; chromosome 15:CM008552.1; chromosome 16:CM008553.1; chromosome 18:CM008554.1; chromosome 19:CM008555.1; chromosome 20:CM008556.1; chromosome 21:CM008557.1; chromosome 22:CM008558.1; chromosome 23:CM008559.1; chromosome 24:CM008560.1; chromosome 25:CM008561.1; chromosome 26:CM008562.1; chromosome 27:CM008563.1; chromosome 28:CM008564.1; chromosome 29:CM008565.1; chromosome Z:CM008566.1","PEDO01",21240,0,"2017-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/743/455/GCA_002743455.1_CAU_duck1.0",
